	0
6343	CDK4
6344	MAGEE1
6345	TMPRSS11F
6346	NAIF1
6347	NCMAP
6348	NPHS2
6349	SSBP4
6350	DNPEP
6351	RAB21
6352	RD3L
6353	DVL1
6354	OMD
6355	PDZRN3
6356	PEA15
6357	PLD3
6358	MAP3K6
6359	PDHA1
6360	U2SURP
6361	CSNK1D
6362	C9orf85
6363	ABHD10
6364	CLDN14
6365	AKAP1
6366	PLCB2
6367	OR2B3
6368	CHAD
6369	OXNAD1
6370	ADGRE2
6371	CNKSR3
6372	BTN3A2
6373	LIME1
6374	DAZ4
6375	MDC1
6376	MMUT
6377	C1orf94
6378	STOX2
6379	IGFBP4
6380	G6PC3
6381	TSC2
6382	ZNF695
6383	MAPK3
6384	MEAK7
6385	SYT11
6386	ATP23
6387	SWI5
6388	RNF138
6389	FBXL16
6390	CD72
6391	TMEM258
6392	PHF23
6393	RGS10
6394	LAS1L
6395	HDGFL2
6396	KRTAP4-8
6397	KALRN
6398	ISCA1
6399	UNC79
6400	ZBED1
6401	PTPRZ1
6402	GTF2H3
6403	STPG1
6404	VPS39
6405	CSF2
6406	ZCCHC4
6407	FILIP1
6408	TMEM114
6409	APLP2
6410	CYP4F8
6411	PDHA2
6412	PSMF1
6413	BLK
6414	GHRL
6415	TOP1
6416	DCAF13
6417	KIF6
6418	CRB3
6419	AK8
6420	PRAMEF15
6421	FAAP24
6422	GPR62
6423	OR1K1
6424	PI15
6425	ANKHD1
6426	SSX2B
6427	PGS1
6428	VPREB1
6429	HLA-B
6430	TEX13C
6431	GATAD2A
6432	TRIM66
6433	NEIL3
6434	CCDC87
6435	DIPK2A
6436	IZUMO1
6437	PGLYRP2
6438	TRIP11
6439	TRPM2
6440	TMEM177
6441	LRRC58
6442	YTHDF3
6443	CYP17A1
6444	ZNF492
6445	DLX6
6446	STRN
6447	CUTA
6448	KITLG
6449	MCRS1
6450	PRODH2
6451	ZHX3
6452	TRIM49B
6453	LRRC3
6454	OTUD1
6455	TCAF2C
6456	SLC7A6OS
6457	FARP2
6458	POU4F1
6459	NXF2
6460	SFMBT2
6461	CPNE1
6462	PRPF18
6463	ALDH1B1
6464	BOC
6465	BRCC3
6466	DCD
6467	FSHR
6468	SLC25A41
6469	KRTAP21-2
6470	ERFL
6471	FABP12
6472	DTNB
6473	CGB7
6474	CIB2
6475	SGSM2
6476	STK31
6477	PGAP2
6478	TEX55
6479	DMD
6480	PDCL
6481	GIPC1
6482	FLG
6483	KCNJ18
6484	CAPNS1
6485	P4HA2
6486	ECSIT
6487	FOXD4L6
6488	CMTM8
6489	HSPA2
6490	OR1S1
6491	RRM2B
6492	AHSA1
6493	TLCD2
6494	UBALD1
6495	TACSTD2
6496	RXRB
6497	COMMD7
6498	NHLRC4
6499	ADIPOQ
6500	CEP135
6501	PSMA6
6502	SGO2
6503	PHKB
6504	CMSS1
6505	SLC9B2
6506	C16orf87
6507	SNX6
6508	DYNC1LI1
6509	XPO4
6510	AL162596.1
6511	DYRK2
6512	PRDM13
6513	NSMCE1
6514	PPP1R18
6515	LRRTM1
6516	RCOR1
6517	TANC1
6518	CCDC27
6519	LSMEM1
6520	PRSS35
6521	CTLA4
6522	MYL2
6523	CMTM1
6524	RPA4
6525	PRSS37
6526	DENR
6527	FAM24A
6528	ICA1L
6529	NEURL2
6530	UGT2B15
6531	PELP1
6532	SLC22A2
6533	SLC2A4RG
6534	FCMR
6535	NKX6-1
6536	RCC2
6537	ACOX1
6538	PSG2
6539	RAB39B
6540	RCAN1
6541	CYB5R2
6542	AREL1
6543	SUMO3
6544	MAMLD1
6545	PPIE
6546	TRAPPC13
6547	NKX2-5
6548	OR2AG2
6549	NOCT
6550	TRAF4
6551	DBF4B
6552	TRA2B
6553	PALM3
6554	DMAC2
6555	TPD52
6556	ANO8
6557	MACO1
6558	AL445238.1
6559	FKBP1A
6560	MGARP
6561	DCTN6
6562	MAMDC4
6563	RTL8B
6564	TP53BP2
6565	FBLIM1
6566	RHCG
6567	WDR3
6568	FXYD6
6569	YIPF7
6570	RHEX
6571	TMEM126B
6572	FABP3
6573	FKBP10
6574	TMEM107
6575	TBCA
6576	SMAD6
6577	DCST1
6578	NMI
6579	FSIP1
6580	RAE1
6581	SMIM21
6582	ARHGEF37
6583	C14orf180
6584	ABCA4
6585	KCNA6
6586	TINAG
6587	C15orf61
6588	FAM72D
6589	CSTF3
6590	PSMG1
6591	TBRG1
6592	PHKA1
6593	ZNF189
6594	TPT1
6595	RABL6
6596	FNDC7
6597	ZNF784
6598	NDUFB6
6599	AMIGO2
6600	TCP11L1
6601	TMEM150C
6602	PLSCR3
6603	AGO2
6604	DPF1
6605	SMIM1
6606	ST13
6607	MAGEA6
6608	SOD3
6609	TTYH3
6610	RGL2
6611	DPP8
6612	SLC12A4
6613	FZR1
6614	CENPL
6615	HAUS4
6616	LRIG2
6617	TBL3
6618	SPATA46
6619	ALOX5AP
6620	TMEM128
6621	ZBTB39
6622	TAC1
6623	SP9
6624	METTL8
6625	MUC15
6626	DHRSX
6627	RFC5
6628	MAML1
6629	PRAMEF17
6630	STX1A
6631	LDLRAP1
6632	LRRC4
6633	CRISP1
6634	MBTPS1
6635	NDUFAF7
6636	NUGGC
6637	OIP5
6638	ASAP2
6639	NRK
6640	USP27X
6641	LRRC74B
6642	HJURP
6643	IQSEC2
6644	PAX1
6645	CRISP3
6646	SPINK7
6647	KRT71
6648	DCAF7
6649	FSTL5
6650	TSPYL1
6651	NUP85
6652	KRTAP5-3
6653	RFX6
6654	TRMT1L
6655	CERS6
6656	MYOZ2
6657	KCNA7
6658	PSD2
6659	SDHD
6660	ERRFI1
6661	TMEM183A
6662	ACTR3
6663	NAA60
6664	STK17B
6665	CD200R1
6666	SPOPL
6667	PCCA
6668	BHLHA9
6669	TLK1
6670	GCLM
6671	IL6R
6672	CREB3
6673	HCFC1R1
6674	RFWD3
6675	TYW5
6676	EPB41L2
6677	AHCY
6678	EIF4E
6679	FBXO24
6680	ANKRD30A
6681	SMIM30
6682	RORA
6683	NKX2-2
6684	TIGD4
6685	TSPAN4
6686	NCKAP5
6687	AGBL3
6688	HOOK3
6689	GPHA2
6690	ANKRD61
6691	COX6A1
6692	PDE12
6693	MAP4
6694	PRMT9
6695	DHX16
6696	SHLD2
6697	P4HA1
6698	ADAM18
6699	ZNF33B
6700	CABIN1
6701	FMOD
6702	CHRNA6
6703	C9orf64
6704	SPATA32
6705	HHIP
6706	CISH
6707	DVL3
6708	RFX2
6709	LCK
6710	SFTA2
6711	FUT4
6712	POM121
6713	ASB11
6714	POMGNT2
6715	ATP4B
6716	TMED9
6717	CBS
6718	LRRC42
6719	HEXB
6720	APBB1IP
6721	LAMA1
6722	IGF2R
6723	PTGIS
6724	OSBPL3
6725	LRRC66
6726	DLGAP4
6727	TRPC5OS
6728	DNAJC18
6729	UBB
6730	EVPL
6731	NDUFA9
6732	ZNF540
6733	KRTAP2-3
6734	GRIPAP1
6735	ZNF846
6736	UQCR11
6737	ASH2L
6738	IGF1
6739	MTFR2
6740	SPEM1
6741	C2CD4B
6742	MAP3K4
6743	NT5E
6744	EXOC8
6745	USP10
6746	AMOTL1
6747	ZNF431
6748	DCAKD
6749	MND1
6750	NOTO
6751	NIPSNAP1
6752	LMOD3
6753	TEX13B
6754	BROX
6755	HRK
6756	CYB5D2
6757	DCST2
6758	ALX4
6759	G6PC2
6760	DDHD1
6761	GPR89A
6762	PPFIBP2
6763	CEP97
6764	SUB1
6765	SYPL1
6766	UBXN2B
6767	EN2
6768	SPIB
6769	PRKACB
6770	ZFP37
6771	ORAI2
6772	WRAP73
6773	CCR8
6774	NUP153
6775	PNPLA5
6776	GATA4
6777	PARVB
6778	RDH16
6779	TMEM238L
6780	SOCS2
6781	PPP1R1B
6782	SBF2
6783	FSCB
6784	PRELID2
6785	TPRG1L
6786	VPS51
6787	GMPR2
6788	POU2F3
6789	PRR5L
6790	ZNF664
6791	LRRC8A
6792	SUOX
6793	C1orf226
6794	CENPI
6795	FEV
6796	KIR3DL2
6797	TRPM5
6798	ZNF839
6799	RAF1
6800	IL3RA
6801	DIO2
6802	SALL1
6803	DDIT4
6804	NSA2
6805	F8A1
6806	CAPZA1
6807	NEK2
6808	NREP
6809	TCTN1
6810	RNF183
6811	THEMIS
6812	ING1
6813	SNRPB2
6814	CCDC92
6815	PCDHA5
6816	CLDN20
6817	HOXD1
6818	OXA1L
6819	LRP5
6820	MGAT4A
6821	CAMKK2
6822	SLC7A1
6823	TMEM160
6824	TMEM185B
6825	LYRM4
6826	LRRC19
6827	KRT1
6828	RIT2
6829	VENTX
6830	KLLN
6831	LHX2
6832	MCOLN1
6833	DENND3
6834	LCN12
6835	NGF
6836	OR1N1
6837	PIAS2
6838	CPE
6839	IL17F
6840	APOA1
6841	RBM4B
6842	GPR37L1
6843	RGPD2
6844	ROBO2
6845	MTNR1A
6846	SLCO3A1
6847	SSTR5
6848	GLIPR1L1
6849	DOCK8
6850	FBXO36
6851	MEST
6852	NFATC2
6853	RNF227
6854	MZB1
6855	SNX27
6856	OTC
6857	SRSF7
6858	PRLR
6859	TUBB2A
6860	RNF128
6861	ADRB2
6862	RBP5
6863	PMP22
6864	NEBL
6865	TK1
6866	CRB2
6867	NIBAN2
6868	SULT1C4
6869	ABHD15
6870	CNTN6
6871	LAG3
6872	SLC35A3
6873	ADAMTS12
6874	TVP23C
6875	CBLL1
6876	POTEG
6877	RSPO1
6878	GPC4
6879	KLHL13
6880	TRMT5
6881	ALKBH1
6882	WAC
6883	NR1H4
6884	PRKCSH
6885	CATSPER3
6886	PTCD2
6887	OR6B1
6888	IDI2
6889	KCTD18
6890	FEZF1
6891	PCDHGB3
6892	FKBP7
6893	LIPT1
6894	CD3G
6895	TRIM5
6896	IZUMO2
6897	FAM149A
6898	FAM120C
6899	AFF3
6900	AURKC
6901	RNASEK
6902	NUP210L
6903	SMS
6904	MIOX
6905	SIGLEC7
6906	IQUB
6907	MAP6
6908	TNKS
6909	APAF1
6910	CEACAM4
6911	SERAC1
6912	VEZF1
6913	GATA6
6914	NAT9
6915	MYBPHL
6916	ACTRT1
6917	LHX8
6918	PLPBP
6919	PTCD3
6920	TAF1
6921	ZNF529
6922	PSMG3
6923	MADCAM1
6924	ADGRL3
6925	GPR63
6926	TMEM237
6927	C6orf118
6928	RASGEF1A
6929	GJA3
6930	MINDY4B
6931	PENK
6932	GPR139
6933	RRH
6934	IGFL1
6935	PTCHD4
6936	LRRC8C
6937	CFDP1
6938	WNK2
6939	NUTM1
6940	PTTG1IP
6941	UBXN7
6942	C1orf159
6943	PLA1A
6944	ZFPL1
6945	MTAP
6946	ARHGEF19
6947	FCRL1
6948	PNPT1
6949	YIPF1
6950	CST9
6951	NDUFA2
6952	PPP2R3B
6953	SRSF6
6954	FKBP1C
6955	PPY
6956	SLC16A1
6957	DAB2
6958	PCDH8
6959	EBNA1BP2
6960	UBTFL1
6961	ZNF615
6962	TYROBP
6963	LYZ
6964	TMEM14C
6965	NPPC
6966	ASIC5
6967	N4BP2
6968	KHDRBS1
6969	TAFA2
6970	NFKBIA
6971	TNFSF10
6972	EFCAB5
6973	ZFYVE16
6974	IRF5
6975	ZNF620
6976	MXRA7
6977	NKX6-3
6978	PCMTD1
6979	RAD51AP1
6980	INVS
6981	DVL2
6982	DNASE1
6983	KCNK13
6984	PI4KA
6985	SERPINA4
6986	ONECUT2
6987	IFNE
6988	ADGRL1
6989	GRAMD2B
6990	IL5
6991	CALCOCO1
6992	RPA1
6993	SSX1
6994	NUDT11
6995	SCRN2
6996	SLFN12L
6997	UTP4
6998	XYLB
6999	FRG1
7000	EGLN3
7001	SLAMF7
7002	ACTR1B
7003	KERA
7004	STPG3
7005	PRR35
7006	LSM14B
7007	CCDC77
7008	EGLN1
7009	TMEM179B
7010	MAP4K3
7011	YLPM1
7012	ADGRD1
7013	HMBS
7014	NDUFA4L2
7015	NOTCH2NLA
7016	TST
7017	CUL7
7018	RBMY1A1
7019	SERPINB12
7020	TCERG1
7021	KREMEN2
7022	LGALS8
7023	DOC2A
7024	UGT2A3
7025	EEF1AKMT3
7026	DNAH1
7027	CTH
7028	EEF1A2
7029	OR10K1
7030	KMT5A
7031	CA12
7032	DNHD1
7033	URGCP
7034	PDSS2
7035	RSAD2
7036	MLXIP
7037	MCRIP1
7038	RRP1
7039	AJAP1
7040	DNAJC28
7041	ADAMTS14
7042	PTHLH
7043	HOXA10
7044	APEX2
7045	CPLX2
7046	DCUN1D5
7047	DRC3
7048	PXDC1
7049	NDUFAF3
7050	SMTNL1
7051	CRLF3
7052	ELF1
7053	CD46
7054	SYNCRIP
7055	CMTR2
7056	KRTAP8-1
7057	MKRN2OS
7058	GLRB
7059	NBPF12
7060	ERICH1
7061	NOG
7062	RAD51D
7063	CUX2
7064	NDUFV2
7065	M1AP
7066	IFFO1
7067	FBXL14
7068	MOCS1
7069	CCDC137
7070	HEATR5A
7071	HMBOX1
7072	CATIP
7073	ACSF2
7074	UNC13B
7075	GPR160
7076	CCDC177
7077	GLRA3
7078	MTERF3
7079	ZNF12
7080	RAP1B
7081	STBD1
7082	KRTAP19-5
7083	ATP5PD
7084	SLC35D3
7085	SNAPC4
7086	C2CD3
7087	INTS10
7088	NPTX2
7089	OR3A3
7090	FAM162A
7091	NOBOX
7092	AFTPH
7093	BHMG1
7094	GJB1
7095	TFF2
7096	MEPCE
7097	ZNF23
7098	DNASE1L3
7099	APEX1
7100	MPP1
7101	ELP4
7102	PDE8A
7103	GLYATL3
7104	STS
7105	FMN1
7106	ZNF605
7107	TFEB
7108	TSC22D4
7109	CABP2
7110	PPP1R12A
7111	CDH1
7112	KXD1
7113	POC1B
7114	C3orf33
7115	TNNT2
7116	TCEAL4
7117	TRPM1
7118	ITGA3
7119	BNIP3
7120	LGMN
7121	CYP2A13
7122	SRD5A1
7123	TRABD2A
7124	OR8K5
7125	B4GAT1
7126	KRT33B
7127	CYBRD1
7128	TAF11L12
7129	SYNE1
7130	SELE
7131	ACOT9
7132	NRG1
7133	ARNT
7134	SCP2
7135	NVL
7136	RIMBP3B
7137	PAFAH1B1
7138	PNPLA2
7139	THEGL
7140	ZNF17
7141	MT1HL1
7142	ANO9
7143	STAT2
7144	SLC34A1
7145	C1QA
7146	CCDC6
7147	SLIT3
7148	TK2
7149	C16orf72
7150	NECTIN3
7151	BECN2
7152	SIMC1
7153	EDEM3
7154	CTNNB1
7155	SLC50A1
7156	DPYD
7157	ALDH3A1
7158	SPESP1
7159	ITGA8
7160	MUC3A
7161	NUDT2
7162	RANGRF
7163	HAUS8
7164	OSM
7165	ZMPSTE24
7166	FBXL15
7167	ADGB
7168	RAB3GAP1
7169	PLEKHA8
7170	EIF4B
7171	CLEC3B
7172	TINF2
7173	CAMTA2
7174	NAA40
7175	ITGAD
7176	PHACTR1
7177	PROKR2
7178	R3HDML
7179	FOXP4
7180	CCDC167
7181	DEFB135
7182	FKBP9
7183	RHOH
7184	NOS2
7185	ORAI3
7186	PRKAR1B
7187	VPS16
7188	CREB5
7189	ULK2
7190	CDK14
7191	ARHGDIA
7192	SART3
7193	ITM2A
7194	ZNF713
7195	VCX3A
7196	DAP
7197	PEX2
7198	DAW1
7199	MPDZ
7200	DCDC2
7201	NAA15
7202	SH3BGRL3
7203	SON
7204	DUSP16
7205	SLC25A17
7206	RAP1GDS1
7207	VAPB
7208	LRRC37B
7209	CLCNKB
7210	PLBD2
7211	RNF139
7212	SMIM19
7213	STT3A
7214	TXNDC15
7215	FAM193B
7216	BOLA2B
7217	PLK5
7218	CDCA5
7219	GGA1
7220	CSRP1
7221	COG5
7222	TWNK
7223	RAG1
7224	GBF1
7225	IL20RA
7226	OGG1
7227	STRADA
7228	TNNI3K
7229	EMP2
7230	CEP95
7231	GSTM1
7232	PROP1
7233	MYEOV
7234	RIC8A
7235	CFAP46
7236	KDR
7237	POMGNT1
7238	CNTNAP5
7239	OR14J1
7240	POLN
7241	TTC29
7242	ZNF420
7243	ZNF727
7244	ACKR3
7245	RAB19
7246	AR
7247	WFDC1
7248	GPR149
7249	LTB4R2
7250	CDH8
7251	FSD1
7252	OR4D1
7253	ZNF777
7254	CFAP36
7255	CCDC57
7256	COQ6
7257	CCDC42
7258	SH2D5
7259	C1orf52
7260	NWD1
7261	RNF2
7262	KLHDC7A
7263	TMEM63C
7264	BFSP1
7265	C10orf105
7266	DSC1
7267	DSEL
7268	FGF18
7269	PWWP3B
7270	RPP14
7271	MC4R
7272	PRAC1
7273	ZNF813
7274	PRR9
7275	ODF4
7276	SULT1A1
7277	SKP2
7278	IL27
7279	PDE11A
7280	RFX1
7281	FAM177B
7282	AZIN2
7283	CD6
7284	NTHL1
7285	PPM1J
7286	PDPK1
7287	RAET1E
7288	LMAN1L
7289	HLA-DRB5
7290	SHISA6
7291	TATDN2
7292	MPZ
7293	HSPBAP1
7294	NEURL4
7295	PTAR1
7296	TMEM164
7297	TMEM121B
7298	BTBD8
7299	RTKN2
7300	PDGFRA
7301	SERTM2
7302	EZH1
7303	HECTD4
7304	CFAP97D2
7305	NUDT5
7306	PQBP1
7307	SAMD11
7308	UBE2Q1
7309	DCTD
7310	DNAAF1
7311	CARF
7312	CEACAM18
7313	SPRR1A
7314	TMEM87A
7315	MCFD2
7316	KIF2A
7317	DEPDC1
7318	IRAK1
7319	TUSC1
7320	PLGRKT
7321	EGF
7322	SNX25
7323	NLRX1
7324	F2
7325	LRP6
7326	HLX
7327	DIP2C
7328	ARHGEF28
7329	ZNF506
7330	ZNF354A
7331	B3GNT3
7332	WFDC12
7333	LRRC4B
7334	MED25
7335	ARID2
7336	KAT2A
7337	PLEKHA2
7338	CNNM2
7339	DZIP3
7340	CCDC62
7341	EDC4
7342	GPR35
7343	GPRC6A
7344	FZD3
7345	PHF5A
7346	TMEM262
7347	GPR18
7348	DENND11
7349	NLRP2B
7350	PGF
7351	MUCL3
7352	SIRT4
7353	SLC9A5
7354	MFSD5
7355	STAG3
7356	TMEM185A
7357	ACBD4
7358	C6orf52
7359	INSL5
7360	TBC1D19
7361	KLRC2
7362	CRYBB2
7363	SFR1
7364	CENPJ
7365	MAP3K19
7366	SMARCA1
7367	PGM2
7368	RABEPK
7369	SSRP1
7370	IL17A
7371	GPX5
7372	OR2B2
7373	NKX2-4
7374	NADK2
7375	ALPK2
7376	ARHGAP30
7377	CFC1
7378	CXCL14
7379	GPR157
7380	ODF2
7381	PNMA8B
7382	ANKAR
7383	OR13H1
7384	RASA4
7385	TTC9
7386	ITGAX
7387	PYY
7388	PJA1
7389	OR5AN1
7390	TTC1
7391	TGIF2LX
7392	ANKRD40
7393	PPP1R42
7394	LIPA
7395	MYO15B
7396	GALNT12
7397	CNTNAP3B
7398	SSX5
7399	CDC25A
7400	FAM133A
7401	CAMKV
7402	RALB
7403	BICRAL
7404	RASSF6
7405	DIS3L
7406	PIGK
7407	NEUROG1
7408	SLC1A1
7409	TMX1
7410	VHL
7411	EIF3D
7412	ZNF233
7413	CASZ1
7414	EFNA5
7415	SLC35F2
7416	YOD1
7417	CHRNE
7418	CLUAP1
7419	DTX3
7420	CUL1
7421	GCC1
7422	OR2A2
7423	LMNTD1
7424	FGG
7425	SERPINB2
7426	POLG2
7427	GLYCTK
7428	LTB
7429	PGRMC2
7430	SLC36A2
7431	IL9
7432	KCNF1
7433	SETSIP
7434	XRCC3
7435	ANGPTL7
7436	NIM1K
7437	CRY2
7438	PRMT8
7439	SLC22A7
7440	ARL6IP4
7441	ZDHHC23
7442	CD96
7443	VSTM2A
7444	CTCF
7445	SAGE1
7446	EEF1B2
7447	SPHKAP
7448	WDR90
7449	ZIM3
7450	MAGEL2
7451	PHAX
7452	FRYL
7453	RAB2B
7454	TMEM127
7455	STAP2
7456	RIPOR2
7457	KCTD17
7458	SNRPF
7459	DTD2
7460	FMNL2
7461	POC1A
7462	RGS17
7463	ASIC2
7464	FAM184A
7465	C1orf21
7466	CCDC28B
7467	TEPSIN
7468	REEP1
7469	PSORS1C2
7470	LSM6
7471	PGM1
7472	IRX2
7473	NLGN4X
7474	TBCCD1
7475	GTF2E2
7476	FBXO22
7477	TRIM71
7478	ITPA
7479	LONP1
7480	ESR1
7481	ITK
7482	TSC22D3
7483	MT3
7484	ZNF444
7485	ATP8B2
7486	ADCK1
7487	SEC24D
7488	UGCG
7489	DKKL1
7490	PRTFDC1
7491	CKMT1B
7492	ZNF644
7493	MSC
7494	NHLH1
7495	PYCR2
7496	RBM27
7497	CAPSL
7498	CTAGE9
7499	ISOC2
7500	CCDC178
7501	ZDHHC11B
7502	OAS2
7503	ITGAM
7504	CASP14
7505	LRIT2
7506	CNTN3
7507	SHOX2
7508	PCDHGA12
7509	COQ4
7510	CD5
7511	KLRG1
7512	RABGGTB
7513	TRIM58
7514	PSMA5
7515	WDHD1
7516	FGF19
7517	TLE6
7518	OR5BS1P
7519	PIGP
7520	PRKCB
7521	PTEN
7522	SYT2
7523	TMCO1
7524	IPCEF1
7525	ARHGAP31
7526	ZNF689
7527	MRTFB
7528	DUT
7529	CCDC117
7530	SENP5
7531	C10orf71
7532	VAMP3
7533	GCNT4
7534	C12orf43
7535	OR52J3
7536	PTPRE
7537	PHOSPHO1
7538	AMBRA1
7539	SLC5A9
7540	ZFP90
7541	NOP10
7542	SMAD1
7543	SLC15A5
7544	SPOCK2
7545	CASQ2
7546	COG3
7547	CTSG
7548	EBF4
7549	LY86
7550	TAC4
7551	HSPB9
7552	CISD1
7553	PCDHB9
7554	ZNF224
7555	VASH1
7556	SLC17A9
7557	GP9
7558	CLPSL1
7559	DNTT
7560	RASGEF1C
7561	AKT1
7562	CLEC20A
7563	GPR89B
7564	ALYREF
7565	OXSM
7566	LSM10
7567	ZNF140
7568	SLX1A
7569	OR6B2
7570	ST6GALNAC6
7571	ARMH2
7572	ZNF668
7573	RBBP9
7574	RARA
7575	DNASE2B
7576	FBXW10
7577	HERC3
7578	KTN1
7579	LAMA5
7580	MYRIP
7581	AQP2
7582	PPM1M
7583	PER3
7584	TNRC6C
7585	DIO1
7586	BRPF1
7587	SSR3
7588	TMEM214
7589	TRPC3
7590	SAFB2
7591	HAX1
7592	NDRG4
7593	STAB1
7594	ZNF829
7595	PLA2G6
7596	C1QTNF5
7597	TMC8
7598	FAM71A
7599	ANKRD26
7600	CAT
7601	DNAAF3
7602	GAB1
7603	MAPKAPK5
7604	TMEM251
7605	HTD2
7606	NUDT19
7607	UQCRHL
7608	SPRR2D
7609	CCDC141
7610	OR9Q1
7611	CHST15
7612	ALDH6A1
7613	OVOL3
7614	DOK7
7615	GATD3B
7616	FAM241B
7617	BRDT
7618	MUC21
7619	WDR6
7620	NEUROD4
7621	TIGD7
7622	DNM1
7623	CFAP74
7624	PPP3CB
7625	HYOU1
7626	MEOX2
7627	GJA4
7628	BRD2
7629	POF1B
7630	TFCP2
7631	FER
7632	FGF10
7633	LACTB2
7634	ARV1
7635	SERPINA12
7636	FAM178B
7637	TMEM81
7638	GNAI3
7639	KRTAP4-7
7640	FCRLA
7641	KCNH6
7642	CTAGE8
7643	ARRDC4
7644	CCDC115
7645	GJA8
7646	PROK1
7647	PAPPA2
7648	TTC23
7649	EOGT
7650	FSCN1
7651	WDR81
7652	SSU72P7
7653	PHLPP1
7654	SIAH1
7655	KCNA1
7656	PVALEF
7657	CCDC89
7658	CCDC110
7659	MECP2
7660	APOD
7661	RNF215
7662	ESPL1
7663	ACSM5
7664	CFAP65
7665	FBXO33
7666	GABRG1
7667	ANXA7
7668	MAP1LC3B
7669	NMRK2
7670	SUPT6H
7671	ANO5
7672	INTS3
7673	SLC39A10
7674	ARF6
7675	RALGDS
7676	LIMA1
7677	CTNS
7678	ZMYM1
7679	LRP10
7680	CUTC
7681	LILRA4
7682	TANGO2
7683	ECRG4
7684	SLC5A8
7685	MGAT4D
7686	SCN2A
7687	CCDC60
7688	TRIM67
7689	NFE2L1
7690	SPRED3
7691	MLLT11
7692	NOL11
7693	PRAMEF14
7694	MOGS
7695	ITPKB
7696	TMX4
7697	CLINT1
7698	FOXJ1
7699	LEO1
7700	RAB9A
7701	DNAH8
7702	NFKB2
7703	BBS2
7704	GALNT17
7705	CYP4V2
7706	ZNF454
7707	CD2
7708	NMUR1
7709	ZZEF1
7710	TTLL5
7711	ARL1
7712	ZEB1
7713	BEST1
7714	ITGA5
7715	SAMD9
7716	TRPM8
7717	FDX1
7718	GUCY2D
7719	CA4
7720	KDM4C
7721	TENT5C
7722	NKX3-1
7723	ZSCAN22
7724	MESP2
7725	NLRP2
7726	EGFR
7727	DSG3
7728	ARFGAP1
7729	OPRM1
7730	KAT5
7731	PIGB
7732	C12orf45
7733	EYA1
7734	PNMA6E
7735	BAZ1B
7736	ATP5PB
7737	TOX3
7738	PLCB3
7739	CYP3A7
7740	ELMOD2
7741	POFUT1
7742	ACCS
7743	CCDC112
7744	FREM2
7745	F12
7746	FAM3A
7747	GLP2R
7748	LHFPL5
7749	MNX1
7750	MT2A
7751	TFAP2A
7752	TIMM8B
7753	VGLL3
7754	BBS7
7755	PELI2
7756	SPRYD3
7757	ZSCAN23
7758	WDR33
7759	GBA
7760	USP40
7761	ANXA10
7762	C7orf50
7763	DIAPH3
7764	NRF1
7765	CARMIL3
7766	LAMP5
7767	ITPRID1
7768	ZNF577
7769	OR51E1
7770	PRB4
7771	SLC8B1
7772	WRN
7773	B3GALT5
7774	PAPLN
7775	GRK4
7776	TBC1D3I
7777	GPATCH8
7778	MYPN
7779	RBM14
7780	SHISAL2B
7781	CLDN34
7782	TAS2R8
7783	FICD
7784	PLGLB1
7785	TAF15
7786	NAV3
7787	PCNT
7788	ZNF676
7789	ARMC4
7790	NLRP9
7791	JAKMIP1
7792	TLL1
7793	IQGAP2
7794	SYNPO
7795	METTL23
7796	DDX18
7797	ARMCX5
7798	ACRBP
7799	GRIP2
7800	TMPRSS5
7801	RNF157
7802	CORO2B
7803	SPEF2
7804	XKR6
7805	DRD2
7806	USP13
7807	KL
7808	OAT
7809	OAZ2
7810	PGAM4
7811	TPBG
7812	L3HYPDH
7813	MLXIPL
7814	PDCD10
7815	IL23R
7816	MRGBP
7817	SPECC1
7818	VPS33B
7819	MPC1L
7820	ADAMTS9
7821	FSCN3
7822	PDCD11
7823	ALG12
7824	SLC34A3
7825	WDR13
7826	GC
7827	CCDC34
7828	SULT1B1
7829	ZBTB21
7830	ERG28
7831	NCAM1
7832	NPRL3
7833	DXO
7834	PCDHB6
7835	CCNH
7836	GSG1L
7837	ZBTB42
7838	C15orf48
7839	SEC14L2
7840	PLPP7
7841	SNN
7842	RAB43
7843	ACSBG1
7844	ISLR2
7845	MIXL1
7846	LPAR4
7847	MNT
7848	TP53TG3D
7849	RBM7
7850	DCHS1
7851	KIR3DL3
7852	PAGR1
7853	SSU72P2
7854	TTLL11
7855	AKAP8
7856	CNTFR
7857	KHDC1L
7858	INHBC
7859	ZC2HC1C
7860	FAM237B
7861	APBA3
7862	SGMS1
7863	P2RY12
7864	SLC24A3
7865	TBC1D2B
7866	NWD2
7867	TOR3A
7868	DHRS4L2
7869	DLK2
7870	CLPTM1
7871	GPR31
7872	NFKBID
7873	RAB11FIP5
7874	KCNMB3
7875	DNA2
7876	PCOLCE2
7877	ASMTL
7878	LIPH
7879	PTPN9
7880	EFHC1
7881	MCM8
7882	SCGB1A1
7883	ARHGAP6
7884	BCL2L2-PABPN1
7885	SH3RF3
7886	PAM16
7887	VNN2
7888	STMN1
7889	GIGYF1
7890	UGT2B10
7891	BUB1B
7892	SC5D
7893	FDXR
7894	GINS4
7895	GOLGA8R
7896	LCE2A
7897	LEXM
7898	EYA2
7899	OR6A2
7900	ZDHHC5
7901	ZNF782
7902	DPY19L4
7903	ZNF236
7904	SP8
7905	DTL
7906	RTEL1
7907	SEPTIN10
