	0
14344	RNF113A
14345	CHORDC1
14346	KIF2C
14347	RBM11
14348	TMEM260
14349	LRPAP1
14350	MAEL
14351	TULP2
14352	HLF
14353	GLA
14354	CDCA4
14355	TACR1
14356	POLR2J3
14357	UNC45A
14358	EVI5
14359	IQCB1
14360	ABCG2
14361	PRSS54
14362	SUCO
14363	PTCHD1
14364	MFGE8
14365	OR2I1P
14366	FAM135B
14367	VWA3A
14368	GNAZ
14369	UBE3B
14370	FAM71F1
14371	RARRES2
14372	SF3B5
14373	CAVIN4
14374	SETD5
14375	LRRC38
14376	FSHB
14377	CHMP4C
14378	RNASEL
14379	SLCO4A1
14380	NPM2
14381	ATP6V0A1
14382	NIPA1
14383	SPZ1
14384	TIMM17A
14385	NPNT
14386	POLD1
14387	DUSP26
14388	CDK19
14389	MMP12
14390	HTRA2
14391	NRROS
14392	IFNGR1
14393	PRSS23
14394	C1orf232
14395	AKAP11
14396	C4orf50
14397	PRL
14398	RBBP4
14399	MPC2
14400	EIF5A2
14401	C12orf60
14402	GEM
14403	PGD
14404	RNF31
14405	PPP1R14B
14406	PIP4P1
14407	ZFAND5
14408	SOD1
14409	DPF2
14410	IL22RA1
14411	TSGA10
14412	AL353572.3
14413	IFNA13
14414	UPP1
14415	WT1
14416	ZHX1
14417	CCR6
14418	ERAP2
14419	NSUN2
14420	VAX1
14421	AMDHD1
14422	APBB1
14423	BAG6
14424	ASNSD1
14425	NRGN
14426	CSGALNACT1
14427	PRXL2B
14428	SCG5
14429	MYOM3
14430	MDH2
14431	AK2
14432	DHRS7B
14433	DNAJC12
14434	RGS20
14435	KRBA1
14436	ARHGAP11B
14437	ING3
14438	FOXN1
14439	KIRREL2
14440	FLT4
14441	PBX4
14442	TINAGL1
14443	ZNF569
14444	AMY1A
14445	ZBTB24
14446	VIP
14447	TMEM132E
14448	ZNF2
14449	LCN15
14450	CTF1
14451	PLXNB2
14452	GCOM1
14453	CEP192
14454	GIPC3
14455	SETDB1
14456	AP2S1
14457	RFLNB
14458	C20orf96
14459	SPTBN5
14460	RYK
14461	ZNF875
14462	PDE3B
14463	LARGE1
14464	NUDT15
14465	FRG2
14466	LANCL3
14467	DEFB1
14468	ALS2CL
14469	CAMK4
14470	TCEAL6
14471	BICD2
14472	CKS1B
14473	CLP1
14474	LAMC3
14475	VXN
14476	F7
14477	SRGAP2
14478	DBT
14479	NTS
14480	ZNF260
14481	SEC14L5
14482	ABLIM1
14483	ETV1
14484	HMCES
14485	PAEP
14486	LCP2
14487	ZBED9
14488	ARHGAP4
14489	ERV3-1
14490	SPN
14491	QRICH2
14492	UBE2O
14493	SEL1L2
14494	POT1
14495	RTBDN
14496	AKAP4
14497	RAB3C
14498	FGGY
14499	TRAPPC6A
14500	DGCR8
14501	GALR1
14502	STAU2
14503	SPDYE5
14504	HS6ST1
14505	C6orf132
14506	CFP
14507	MED19
14508	FCGR1B
14509	CLDN17
14510	KIF3A
14511	HRCT1
14512	HERC6
14513	ALG10
14514	TTBK2
14515	WNT7A
14516	ZFR2
14517	LILRA1
14518	MYL1
14519	RAB7A
14520	MCM6
14521	ZNF320
14522	C17orf113
14523	CRTAC1
14524	SLC38A3
14525	RAB1A
14526	CERS3
14527	MROH9
14528	CNOT9
14529	SRGN
14530	DIPK2B
14531	AP1AR
14532	PRIMPOL
14533	IBTK
14534	FCGR3A
14535	PPP1R37
14536	GABPB1
14537	BBS10
14538	PTPRD
14539	SHMT1
14540	KRTAP9-4
14541	EMCN
14542	TBC1D22B
14543	KCNN1
14544	FCN1
14545	SLBP
14546	SECISBP2
14547	STXBP5
14548	UBIAD1
14549	AKAP10
14550	UTS2B
14551	THUMPD3
14552	COA6
14553	RRP7A
14554	MCTP2
14555	OBI1
14556	SETMAR
14557	SLC35F4
14558	FCHO1
14559	ASPA
14560	NUPR1
14561	RBP2
14562	ZFP1
14563	FBXO47
14564	KLK4
14565	LUC7L2
14566	PPP1R7
14567	TM6SF2
14568	NPDC1
14569	CD99
14570	DEFB124
14571	IMMT
14572	NEU4
14573	ZBTB11
14574	TAF8
14575	ROR1
14576	LYPLAL1
14577	E2F8
14578	CEP89
14579	CACHD1
14580	CFHR5
14581	INTS13
14582	CLCN2
14583	PACS2
14584	PIH1D1
14585	ARF5
14586	NBPF1
14587	SLC13A5
14588	TKTL1
14589	PNKP
14590	TCEAL1
14591	MAGEA8
14592	CCDC32
14593	MATN4
14594	FGF17
14595	TNPO2
14596	CDH15
14597	LTC4S
14598	PRDX6
14599	TSTD3
14600	ZNF669
14601	PGAP3
14602	HTR3C
14603	GTF2H1
14604	FOXD4
14605	EGFL7
14606	KLF18
14607	SPRN
14608	SHPK
14609	CTSK
14610	MRM2
14611	SLC25A48
14612	TAS2R20
14613	TLR10
14614	GBP1
14615	OR2A42
14616	MYH9
14617	CREB3L3
14618	UGP2
14619	AKAP3
14620	DPF3
14621	GRIN2C
14622	OR2H2
14623	SNRPC
14624	HMMR
14625	ESYT1
14626	TPSAB1
14627	TMED2
14628	FAM171B
14629	CCL4
14630	PSG6
14631	GSTP1
14632	FABP5
14633	JAK2
14634	LCE6A
14635	PER1
14636	ITM2B
14637	ZNF667
14638	KAZN
14639	WDR86
14640	KCTD12
14641	CFHR2
14642	PLD2
14643	WASL
14644	IFI44
14645	TBC1D3B
14646	C11orf68
14647	SLC25A6
14648	RSPH10B
14649	CD2BP2
14650	MED28
14651	CCDC170
14652	HNRNPA2B1
14653	PIP4K2C
14654	HNRNPL
14655	C8orf34
14656	CLEC18C
14657	UBE2H
14658	PIGN
14659	TRAT1
14660	MARVELD1
14661	POU5F1
14662	RBM44
14663	LILRA6
14664	SPAM1
14665	UGT2B4
14666	ZNF479
14667	RAPGEF5
14668	MPP7
14669	RWDD4
14670	IL4I1
14671	FERD3L
14672	MYO1H
14673	PBK
14674	COX19
14675	C9orf78
14676	CHN1
14677	CCDC116
14678	FGF9
14679	STK38L
14680	PADI2
14681	KRT83
14682	RNF24
14683	KRT23
14684	PYDC2
14685	PDE1A
14686	PPAT
14687	TNFRSF8
14688	TKT
14689	CEBPG
14690	CTSB
14691	C18orf32
14692	CDH7
14693	SORD
14694	POGLUT3
14695	MAP2K3
14696	NPTN
14697	PURA
14698	GLOD5
14699	MTX2
14700	IGFN1
14701	TOMM20
14702	TBXAS1
14703	CTTNBP2NL
14704	SPRY3
14705	SGCE
14706	CHMP1B
14707	GPR182
14708	NOB1
14709	GRAMD1A
14710	SSR1
14711	THAP3
14712	CD2AP
14713	HSDL1
14714	TAF7L
14715	TSPAN9
14716	TTC21A
14717	GABRB1
14718	ACSM3
14719	MTIF2
14720	NAALAD2
14721	ZNF177
14722	TMEM72
14723	FUBP3
14724	TUSC3
14725	STON2
14726	KDELR3
14727	DNAJA3
14728	FBXW7
14729	CFHR4
14730	FGF20
14731	HCN2
14732	RYBP
14733	URB2
14734	PDE1C
14735	NDP
14736	TRIM11
14737	TENT4A
14738	PCDHA13
14739	UFSP1
14740	SUGP2
14741	ZNF705A
14742	LEPROT
14743	LSM5
14744	OR2L8
14745	ZNF585A
14746	CNOT11
14747	SOS2
14748	SMIM26
14749	CNN1
14750	CHD7
14751	GRM4
14752	UPF3B
14753	SNED1
14754	DLL1
14755	KTI12
14756	FAM209A
14757	SLC2A14
14758	ANXA6
14759	DFFB
14760	FOSL1
14761	LAP3
14762	ATP13A2
14763	CLHC1
14764	OR13C9
14765	AIMP2
14766	DPT
14767	GPR45
14768	LMTK2
14769	KIF21B
14770	ARRB1
14771	ZNF460
14772	IDH3B
14773	TM4SF4
14774	TRAPPC1
14775	JPT2
14776	CDKN2A
14777	AP4B1
14778	TTLL13P
14779	RNF114
14780	TNN
14781	DNAH14
14782	FAM189B
14783	CCL21
14784	GPR21
14785	CES4A
14786	SVBP
14787	SERPING1
14788	ZNF408
14789	MPI
14790	TMC6
14791	PCGF1
14792	C19orf18
14793	MED9
14794	CAVIN1
14795	TSSC4
14796	LY6G5B
14797	AADACL2
14798	HEPH
14799	NLRP8
14800	MTERF4
14801	WWTR1
14802	DICER1
14803	RSAD1
14804	CLEC16A
14805	CLTRN
14806	LRRD1
14807	OR51A7
14808	RO60
14809	EFCAB14
14810	KIR2DL4
14811	MASP1
14812	ST6GALNAC1
14813	AGTR1
14814	PLA2G2E
14815	C5orf49
14816	KLF11
14817	SLC2A12
14818	EXOSC8
14819	SPDYE3
14820	AAR2
14821	PPP2R2C
14822	SLC17A4
14823	PPP2R5A
14824	SLC6A15
14825	NOTUM
14826	SPINT4
14827	SIPA1L1
14828	TRMU
14829	KRT18
14830	OR52A5
14831	BDNF
14832	CD209
14833	CHRM2
14834	SH3BP1
14835	PHB
14836	KIF2B
14837	DGKH
14838	SNX12
14839	ACACB
14840	CNNM1
14841	ARSA
14842	DUS2
14843	SLC24A5
14844	KCNE3
14845	RASSF7
14846	FAM187B
14847	ATP6V0B
14848	CD151
14849	TRIM32
14850	C2orf88
14851	TMEM92
14852	TSHB
14853	GPR82
14854	KRTAP5-5
14855	NUCKS1
14856	DCAF4
14857	ITGB5
14858	PRMT3
14859	TIMM23B-AGAP6
14860	DEFB126
14861	ZNRF2
14862	RNH1
14863	HNRNPCL2
14864	SIRPB2
14865	PRKY
14866	ADD3
14867	TOMM40
14868	BRAP
14869	CASP2
14870	GPX4
14871	MBOAT7
14872	CNMD
14873	TMEM106A
14874	ERICH5
14875	SLC22A31
14876	CDC6
14877	NNT
14878	KBTBD12
14879	KIR3DL1
14880	RNF38
14881	ELF3
14882	CDCP2
14883	MERTK
14884	SLC37A4
14885	IKBKB
14886	KRT32
14887	SFN
14888	KCNK12
14889	SS18
14890	KLF14
14891	CCDC169
14892	TP53TG5
14893	ZNF550
14894	ST8SIA2
14895	HPGD
14896	PDZD9
14897	ATP8A1
14898	F2RL1
14899	PNKD
14900	SEC61B
14901	SERPINB9
14902	ZGRF1
14903	ZNF254
14904	MSTO1
14905	VMO1
14906	CCDC81
14907	SPDYE1
14908	CDHR5
14909	CTSZ
14910	BAG3
14911	YAF2
14912	AGRP
14913	DNAJC15
14914	PPP1R14D
14915	ADCY6
14916	DUSP19
14917	EVA1A
14918	RFX3
14919	OR13G1
14920	EEF1AKMT2
14921	AUTS2
14922	VPS13B
14923	C14orf132
14924	BNIPL
14925	EBAG9
14926	YY1
14927	IGFBP3
14928	ZNF75A
14929	DTX1
14930	SPNS3
14931	STAT6
14932	ZNF213
14933	KLHDC9
14934	SLC30A1
14935	PCDHB1
14936	NKAPL
14937	TMEM41A
14938	ZC3H11A
14939	SOCS7
14940	CTIF
14941	KCNK15
14942	COG8
14943	UHRF2
14944	IKBKE
14945	ITIH3
14946	PADI6
14947	MOGAT2
14948	NR1I3
14949	PNN
14950	ANAPC15
14951	IRAK2
14952	GLB1L2
14953	LITAF
14954	SSC4D
14955	COL12A1
14956	KLK6
14957	CSTB
14958	IL17RD
14959	ZNF32
14960	MAGEB3
14961	WFDC11
14962	CCDC175
14963	MYL9
14964	NOL4
14965	CHPF
14966	LCN10
14967	ERVFRD-1
14968	HSPB11
14969	CSPP1
14970	OR1J2
14971	DEPDC7
14972	PBXIP1
14973	PFDN5
14974	CLN3
14975	MBOAT1
14976	DCC
14977	SERBP1
14978	GBP5
14979	OTOP1
14980	FNIP1
14981	SLC25A35
14982	SHROOM1
14983	TMEM132C
14984	ZFP2
14985	TNFAIP8L2
14986	ANKRD40CL
14987	EXD3
14988	RTL8C
14989	ABRACL
14990	DHX37
14991	GFY
14992	RNASEH2B
14993	EMILIN3
14994	HAMP
14995	CALB1
14996	IMMP2L
14997	C7orf33
14998	WWP2
14999	KDM7A
15000	CUL3
15001	PTPN18
15002	SYT9
15003	IFITM3
15004	FUT9
15005	KRTAP4-12
15006	MIS18BP1
15007	NDUFB7
15008	MEF2A
15009	HSF4
15010	MTG2
15011	CDK1
15012	NUB1
15013	GPRIN1
15014	PSG9
15015	FLG2
15016	KBTBD3
15017	RTKN
15018	SH3PXD2B
15019	ZNF814
15020	SLC14A2
15021	FBXO31
15022	BCAM
15023	NBN
15024	RABIF
15025	FER1L5
15026	SLC45A3
15027	CCDC66
15028	CDKN3
15029	PRKCA
15030	RCOR3
15031	C1orf158
15032	TREM1
15033	LRCOL1
15034	MCIDAS
15035	VAX2
15036	EIF2AK3
15037	TRAPPC11
15038	TEAD2
15039	PSG3
15040	ELP5
15041	SLAMF6
15042	PNMA8C
15043	LGALS2
15044	PTCD1
15045	CHURC1
15046	IDO2
15047	NKX2-3
15048	TRIM61
15049	ADTRP
15050	EIF4EBP3
15051	KCNA10
15052	TIMM8A
15053	ZNF616
15054	XKRX
15055	ADGRA3
15056	PPP2R5C
15057	SPATA6
15058	ARHGAP42
15059	RANBP3
15060	DNAJC1
15061	ABCA10
15062	CELF2
15063	ISX
15064	BICDL2
15065	PRPF38A
15066	NIPSNAP2
15067	SOX30
15068	HPCA
15069	ELK4
15070	UPK3BL2
15071	LIN7A
15072	CA7
15073	MROH1
15074	RAB2A
15075	UBE2S
15076	CCDC97
15077	OR2S2
15078	ZNF57
15079	KCNE4
15080	PDK4
15081	PINLYP
15082	OSGIN2
15083	SHE
15084	ELOVL6
15085	KRTAP5-4
15086	RADIL
15087	HOOK1
15088	MREG
15089	AQP7
15090	RBM24
15091	KIF1C
15092	WFDC2
15093	RNASEH1
15094	HSD17B2
15095	PARP14
15096	SSR2
15097	SYK
15098	RNF180
15099	TAGLN
15100	IFNA8
15101	ACAD11
15102	PPIF
15103	SETD4
15104	MSLNL
15105	MFAP4
15106	JDP2
15107	VSX1
15108	ANKMY2
15109	CYP2S1
15110	GPIHBP1
15111	SMAD9
15112	SPAG4
15113	ICAM5
15114	PRLH
15115	TCHP
15116	CALML5
15117	COPZ1
15118	CCN6
15119	TMEM106C
15120	C19orf54
15121	GNB3
15122	GPR20
15123	PTGES3L
15124	DCHS2
15125	HCN3
15126	BAP1
15127	ZSCAN5C
15128	MCOLN2
15129	EPHA3
15130	MAPRE1
15131	STX16
15132	SPATA4
15133	RHBG
15134	SLC27A6
15135	FHIT
15136	RGS3
15137	FOXN3
15138	SPRTN
15139	POU5F1B
15140	ACY1
15141	APBB2
15142	CDH23
15143	SPHK2
15144	RAB3D
15145	GALNT15
15146	APPBP2
15147	CD300LF
15148	RTN1
15149	FAM24B
15150	SHISA2
15151	PDZK1
15152	CIAO2A
15153	RTN4
15154	CGGBP1
15155	SFSWAP
15156	LINGO3
15157	ITGB3BP
15158	CD27
15159	FABP1
15160	DPEP3
15161	PLIN5
15162	SRR
15163	TEX46
15164	CEACAM1
15165	DEFA6
15166	GCSAML
15167	WDR1
15168	LRP1B
15169	CATSPERG
15170	SLC35C2
15171	FER1L6
15172	PARP12
15173	TMEM116
15174	AGO4
15175	AHI1
15176	GRPEL1
15177	NCAPH
15178	ZNF197
15179	TMEM44
15180	ZNF366
15181	ZCCHC2
15182	CALCOCO2
15183	PCNX2
15184	PLK4
15185	RBM23
15186	UFL1
15187	P2RY14
15188	ZNF609
15189	CYB5R4
15190	USP39
15191	IFRD1
15192	BTBD17
15193	GPR161
15194	UQCRC2
15195	SLC10A2
15196	XAGE3
15197	MUC13
15198	NBEAL2
15199	OSBP
15200	RASGRP2
15201	SPRR1B
15202	TMEM170A
15203	MMP9
15204	DTX3L
15205	BACE1
15206	NBPF3
15207	TMEM129
15208	CLEC10A
15209	ERH
15210	MGRN1
15211	MTRNR2L5
15212	SPINK2
15213	STX1B
15214	TMPRSS4
15215	UBASH3B
15216	ZNF394
15217	SPOCD1
15218	NT5DC4
15219	AVPI1
15220	LYPLA1
15221	DEFB103B
15222	NSUN7
15223	OR2B6
15224	PILRA
15225	SLC43A2
15226	TIAM1
15227	TMEM97
15228	DOCK11
15229	KLF6
15230	GNPNAT1
15231	EXOC2
15232	PITPNA
15233	BRICD5
15234	TAS2R3
15235	SLN
15236	CAMLG
15237	FEM1A
15238	ZNF345
15239	TRAP1
15240	FAM47E
15241	THAP6
15242	ME1
15243	MYCN
15244	TMEM231
15245	CLCA2
15246	LHX6
15247	MATN1
15248	KCMF1
15249	ENTPD3
15250	MGAM2
15251	HOMER2
15252	FAM167A
15253	HEPHL1
15254	HINT3
15255	ABI1
15256	APLN
15257	IGSF22
15258	LDB3
15259	LONRF3
15260	LPAR3
15261	ATG2B
15262	OR5H14
15263	MANBA
15264	DAZAP2
15265	UTY
15266	GRM2
15267	HDLBP
15268	ARTN
15269	BMERB1
15270	CREG2
15271	IFNLR1
15272	KRTAP10-12
15273	DHPS
15274	PCDHGA7
15275	SPRY2
15276	DNALI1
15277	CSRP2
15278	ZNF80
15279	GJA9
15280	MSGN1
15281	EFCAB13
15282	HELT
15283	PIP4K2A
15284	OGFOD1
15285	IL17D
15286	KCNJ6
15287	L3MBTL2
15288	PMF1
15289	TSTD2
15290	TBX22
15291	SSU72P3
15292	EIPR1
15293	RMND1
15294	BTN3A1
15295	SEPTIN6
15296	SLAIN2
15297	HSFX2
15298	ZPBP2
15299	CCNA2
15300	MYL12A
15301	NKAPD1
15302	GPR101
15303	PEX1
15304	FGL1
15305	C14orf119
15306	CDK5RAP1
15307	DNAJC6
15308	FSD1L
15309	KRT10
15310	NAMPT
15311	KRT12
15312	PITPNC1
15313	KRTAP20-1
15314	CCKAR
15315	CECR2
15316	MCMBP
15317	NR1D1
15318	PIP5K1B
15319	CAMK2G
15320	NUTF2
15321	NDUFA13
15322	HNRNPDL
15323	L2HGDH
15324	PLAAT3
15325	ZMYM3
15326	MYCBP
15327	UBR2
15328	VPREB3
15329	TMEM263
15330	SPTLC1
15331	GRK5
15332	CDC42SE2
15333	SSUH2
15334	CD48
15335	METTL7B
15336	KRTAP19-4
15337	ZMYND10
15338	CROT
15339	CAPN14
15340	IL4
15341	HECW1
15342	PDCD2
15343	INTU
15344	MS4A2
15345	PGC
15346	SLC41A1
15347	DNAJB5
15348	OR10J1
15349	OR5AS1
15350	RNF135
15351	GREB1
15352	SDC4
15353	SLC16A3
15354	ZNF765
15355	HOXA13
15356	DIPK1B
15357	DHDDS
15358	TICAM1
15359	OPALIN
15360	DTD1
15361	ITPK1
15362	KRT9
15363	FAM156A
15364	IRF2BPL
15365	UBE2D4
15366	DDI1
15367	FAM217B
15368	EDARADD
15369	FADS6
15370	FEZ1
15371	LIN37
15372	LRRC75B
15373	CSNK2A3
15374	MRGPRF
15375	CLTCL1
15376	MYO9A
15377	PABPC1L
15378	RPP25
15379	SYT13
15380	TMEM215
15381	RANBP6
15382	ZBED5
15383	GDF10
15384	PCID2
15385	PRR27
15386	FO681492.1
15387	TMEM191B
15388	ZNF585B
15389	KRT33A
15390	SLC25A26
15391	SLC16A14
15392	RRNAD1
15393	PLXND1
15394	P3H1
15395	CASK
15396	KLHL10
15397	HERC5
15398	TNMD
15399	UQCC3
15400	HGSNAT
15401	TMEM175
15402	ELAVL3
15403	SPRR2A
15404	UQCRFS1
15405	TULP3
15406	HLA-DRB1
15407	RASSF9
15408	ZNF181
15409	SPATA19
15410	GAN
15411	CHRAC1
15412	FMO2
15413	NAIP
15414	C12orf73
15415	SLC38A7
15416	PKD1L3
15417	SDC3
15418	SUSD4
15419	SLC27A5
15420	AURKA
15421	EMG1
15422	FBXO7
15423	PRAMEF20
15424	NAALADL2
15425	CASP8
15426	GPR42
15427	TAS2R4
15428	USP17L1
15429	USP4
15430	SIRPB1
15431	XRCC5
15432	NOC4L
15433	WDR54
15434	ATP6V0D1
15435	MOS
15436	PNLIPRP1
15437	TATDN1
15438	CRYZ
15439	PPEF2
15440	TRPV6
15441	HDHD5
15442	C2orf76
15443	MIPOL1
15444	RERG
15445	ANKDD1B
15446	COPS6
15447	SOWAHC
15448	TMEM79
15449	TAOK3
15450	EIF3A
15451	CHSY3
15452	FAM89A
15453	PCDHGA10
15454	IGFBP6
15455	ITGAL
15456	SLITRK2
15457	C10orf67
15458	NETO1
15459	OR2AG1
15460	TSNAXIP1
15461	CDCA7L
15462	NBPF14
15463	ZPBP
15464	UNC93B1
15465	FYTTD1
15466	CHP2
15467	KLHL42
15468	TAF11L11
15469	TSGA13
15470	KIF14
15471	ACTL7B
15472	C16orf96
15473	GLB1
15474	LCLAT1
15475	ILKAP
15476	HTRA1
15477	KRTAP16-1
15478	PTPRR
15479	PGA5
15480	SATB2
15481	SMURF1
15482	SPRR5
15483	TIGD1
15484	AFAP1
15485	PHETA2
15486	IFT172
15487	CCDC40
15488	PTK7
15489	CENPW
15490	IL13RA2
15491	AMER2
15492	MPO
15493	RALGAPA2
15494	TMEM202
15495	MSMO1
15496	KRTAP4-3
15497	CEBPD
15498	TMEM267
15499	ORMDL1
15500	POLR2J
15501	AKAP13
15502	MYADM
15503	SPATA31A1
15504	ELOB
15505	ACSBG2
15506	GAREM1
15507	PTBP2
15508	SLC7A2
15509	TLE5
15510	FBF1
15511	LBHD1
15512	OSBPL10
15513	GATA5
15514	CDC27
15515	FOXRED1
15516	CCNC
15517	TMPRSS2
15518	TRAPPC8
15519	CETP
15520	LARP1B
15521	SEMA5A
15522	CARD19
15523	CDH9
15524	RASSF3
15525	SMC2
15526	UBD
15527	ECHDC3
15528	NSG1
15529	SHBG
15530	DTHD1
15531	SCRG1
15532	ASTE1
15533	TCL1B
15534	SMG5
15535	HLA-DMB
15536	MAGT1
15537	SLC4A10
15538	AOC1
15539	KRTAP9-2
15540	HIC2
15541	FAM122B
15542	C1orf122
15543	PPFIA2
15544	SMC5
15545	NECAP2
15546	HCFC2
15547	VCX3B
15548	MRFAP1
15549	OCM2
15550	PPA1
15551	TMSB4Y
15552	GPX3
15553	VTN
15554	SPATA6L
15555	CT45A10
15556	ORM1
15557	SCGB2A2
15558	SENP7
15559	TGIF1
15560	TYRP1
15561	ALKBH3
15562	GPR137B
15563	C8orf88
15564	IER3
15565	CHST11
15566	LCE2C
15567	GUCA1A
15568	GSDMC
15569	ZNF347
15570	C5orf46
15571	LRPPRC
15572	MLYCD
15573	S1PR2
15574	S100A1
15575	EED
15576	OR2M4
15577	FAM234A
15578	LRRC32
15579	FAM221B
15580	ESCO1
15581	IL7
15582	TRAPPC6B
15583	WWC2
15584	CAPN3
15585	SRRM3
15586	CFAP126
15587	OLFML3
15588	POU2F1
15589	TSHZ1
15590	ZFX
15591	C3orf14
15592	KRBA2
15593	TIMELESS
15594	OR2F1
15595	AIMP1
15596	NGLY1
15597	BSX
15598	SNRPE
15599	DCTN1
15600	FAM72B
15601	SEPSECS
15602	SPARC
15603	ESCO2
15604	GOLPH3L
15605	ACSL4
15606	SDCBP
15607	INPP5E
15608	MAT1A
15609	FBRS
15610	ACAP2
15611	BEST2
15612	HSH2D
15613	PARD6G
15614	TERB1
15615	POLE3
15616	ACOD1
15617	ACADL
15618	CD1A
15619	FOXJ3
15620	GNG11
15621	AIFM3
15622	OR51I2
15623	SELENOI
15624	SYT16
15625	CACNA2D1
15626	LNPEP
15627	TAL1
15628	ZNF264
15629	ZNF280D
15630	C1orf127
15631	NTN1
15632	RRAGD
15633	GPER1
15634	GUCY1B1
15635	WFDC10A
15636	AGGF1
15637	ZBTB22
15638	BARD1
15639	ITGB6
15640	SAPCD1
15641	CRADD
15642	CENPBD1
15643	NDUFB3
15644	YY2
15645	HUWE1
15646	ERC2
15647	MT1X
15648	PTPN7
15649	TRPC5
15650	SLC44A2
15651	C1QTNF7
15652	ZC2HC1A
15653	HCRTR1
15654	BRSK1
15655	CGNL1
15656	CBLIF
15657	CYP3A4
15658	SLC29A2
15659	GPC5
15660	MEX3B
15661	ZFP36L1
15662	PCDH10
15663	CDC42EP4
15664	FSTL4
15665	HMGN4
15666	SAXO2
15667	PCDHGB1
15668	CSTA
15669	EXOSC1
15670	PLA2G2F
15671	AP2A2
15672	RAB36
15673	ZNF772
15674	C16orf78
15675	ECM2
15676	JUNB
15677	ACSM2B
15678	HCST
15679	OR10A4
15680	PLXNA4
15681	UPF2
15682	CHRDL1
15683	CDYL2
15684	SPATC1L
15685	ATP1B2
15686	BAZ1A
15687	FMO5
15688	DDX5
15689	DAPK1
15690	NUBP2
15691	OTUB2
15692	RTL4
15693	TRAF3
15694	CWF19L1
15695	KIT
15696	TLN1
15697	SLMAP
15698	CASP8AP2
15699	ABHD12B
15700	PGK1
15701	CTNNAL1
15702	PRAMEF10
15703	UBE4B
15704	EPHA7
15705	NUS1
15706	CYP2R1
15707	TRAPPC2L
15708	REST
15709	SLC33A1
15710	ASPRV1
15711	SMR3B
15712	HTR3D
15713	BOD1L2
15714	CTTN
15715	CCDC22
15716	MBTPS2
15717	WBP1L
15718	ADM
15719	DRICH1
15720	ARL4A
15721	FGD2
15722	FGF5
15723	CAPN5
15724	KLHDC3
15725	MR1
15726	SLC30A4
15727	UBTD1
15728	NKAP
15729	KNCN
15730	L1TD1
15731	NPHS1
15732	TBC1D31
15733	XPO1
15734	TAF10
15735	FABP2
15736	PRNP
15737	PTGS2
15738	OLFM3
15739	SEL1L3
15740	ACD
15741	CYYR1
15742	ZBTB48
15743	NSMCE4A
15744	CNN3
15745	NFATC4
15746	SYT4
15747	TRIP6
15748	ZNF578
15749	GAL3ST4
15750	ATP6V1E2
15751	RAB31
15752	FGD6
15753	HLA-E
15754	TAF1A
15755	ASMT
15756	RP1L1
15757	F13B
15758	CCDC144A
15759	IVD
15760	THSD7A
15761	CHI3L1
15762	ZNF560
15763	MAFA
15764	LMO2
15765	NUMBL
15766	ZNF584
15767	DEFB123
15768	STRADB
15769	STX5
15770	TINCR
15771	TRIM16
15772	ZNF296
15773	PPP2R3C
15774	RBM18
15775	BOLA3
15776	PPP5C
15777	PRDM11
15778	MAP3K3
15779	UQCRB
15780	ZNF93
15781	PTPRS
15782	OR5K2
15783	CDK5RAP3
15784	EDN2
15785	RBBP8NL
15786	COLEC11
15787	ZNF658
15788	MYDGF
15789	CFAP206
15790	DCN
15791	CARS2
15792	ANKRD13C
15793	MCM3
15794	OR1L8
15795	ERN2
15796	POLA2
15797	PRAF2
15798	PML
15799	LCE1B
15800	AFP
15801	HLTF
15802	ZNF720
15803	ABHD13
15804	GPR87
15805	LMNB1
15806	ZDHHC12
15807	MFF
15808	ZG16
15809	MGAM
15810	EBP
15811	GPAT2
15812	ARHGEF26
15813	FBXW5
15814	CASP4
15815	MTMR14
15816	LYPD6
15817	OR2T2
15818	SCN3A
15819	KLHL32
15820	TADA2A
15821	U2AF1L5
15822	ZNF662
15823	FAM133B
15824	GFOD2
15825	UTP20
15826	GLYATL2
15827	SLC25A11
15828	BPHL
15829	FUCA1
15830	PCYOX1L
15831	VCX2
15832	LAMTOR1
15833	EIF3L
15834	PYGO2
15835	GALK1
15836	CILP2
15837	PPP1R36
15838	UPK3A
15839	CCL7
15840	PGLYRP4
15841	ZNF274
15842	RASGRP3
15843	RFPL1
15844	ERVV-2
15845	C9orf131
15846	HS3ST1
15847	FANCM
15848	SLC9A3R1
15849	GBP4
15850	MXI1
15851	PFN4
15852	C1orf162
15853	LSS
15854	LY6G5C
15855	SLC9A8
15856	ZNF761
15857	RBM47
15858	RNF130
15859	KCNH4
15860	TMEM163
15861	PSMD6
15862	FAM120AOS
15863	LCMT1
15864	METTL1
15865	CHD6
15866	NBPF26
15867	NOL8
15868	POLR2E
15869	FGFBP1
15870	RGS9BP
15871	TERF1
15872	ZNF735
15873	AK4
15874	SERPINE2
15875	FAM168B
15876	TDRD3
15877	IMP4
15878	PDHB
15879	MIF4GD
15880	SLC11A1
15881	CPEB4
15882	STUB1
15883	CTSA
15884	SUSD6
15885	UCN
15886	BTNL9
15887	GLMN
15888	LMAN2
15889	ABCC8
15890	IL1R2
15891	NOL10
15892	PIRT
15893	SLC47A2
15894	TBC1D26
15895	TMED10
15896	CCNI
15897	RNASE13
15898	NPY4R2
15899	ACKR2
15900	LIPM
15901	MED30
15902	NKX2-8
15903	RRN3
